試驗藥品監視新藥成分,申請者,許可證,報告書BA,報告書BE,報告書Dis,報告書核准日期,對照品商品名,對照品製造廠名,國別
Ranitidine tab 150mg,中化,衛署藥製 032373,,Y,,790418,Zantac tab 150mg,Glaxo,Taiwan
Ranitidine tab 150mg,永信,衛署藥製 032648,,Y,,790419,Zantac tab 150mg,Glaxo,England
Ranitidine tab 150mg,南光,衛署藥製 033921,,,Y,800416,Nicewe tab 300mg,南光,Taiwan
Ranitidine tab 150mg,生達,衛署藥製 034087,,Y,,800612,Zantac tab 150mg,Glaxo,Taiwan
Ranitidine tab 150mg,衛達,衛署藥製 039217,,,Y,840728,Zantac tab 150mg,Glaxo,Taiwan
Ranitidine tab 150mg,景德,衛署藥製 043771,,,Y,890417,Kiradin tab 300mg,景德,Taiwan
Ranitidine tab 300mg,南光,衛署藥製 032918,,Y,,790508,Zantac tab 150mg,Glaxo,Taiwan
Ranitidine tab 300mg,衛達,衛署藥製 037991,,Y,,830806,Zantac tab 300mg,Glaxo,England
Ranitidine tab 300mg,永信,衛署藥製 038710,,Y,,840220,Zantac tab 300mg,Glaxo,Taiwan
Ranitidine tab 300mg,中化,衛署藥製 039035,,Y,,840520,Zantac tab 300mg,Glaxo,Taiwan
Ranitidine tab 300mg,景德,衛署藥製 041651,,Y,,861021,Zantac tab 300mg,Glaxo Pharma.,U.S.A.
Ranitidine tab 75mg,中化,衛署藥製 042653,,,Y,870817,Quicran tab 300mg,中化,Taiwan
Ranitidine tab 75mg,生達,衛署藥製 043173,,,Y,880510,RND tab 150mg,生達,Taiwan
Ranitidine tab 75mg,回春堂,衛署藥製 044265,,,Y,900208,Ulsafe tab 150mg,回春堂,Taiwan
Ranitidine tab 75mg,南光,衛署藥製 044446,,,Y,900308,Nicewe FC tab 300mg,南光,Taiwan
Ranitidine tab 75mg,信東,衛署藥製 044596,,,Y,900713,Ranidine tab 150mg,信東,Taiwan
Rasagiline tab 1.56mg,晟德,衛署藥製 057731,,Y,,1011025,AZILECT tab 1mg,Teva ,Israel
Repaglinide tab 1mg,優生,衛署藥製 046620,,Y,,930303,NovoNorm tab 1mg,Boehringer,Germany
Repaglinide tab 1mg,中化,衛署藥製  047441,,Y,,940322,NovoNorm tab 1mg,Novo Nordisk A/S,Denmark
Repaglinide tab 1mg,永勝,衛署藥製 048660,,Y,,960130,NovoNorm tab 1mg,Boehringer Ingelheim,Germany
Repaglinide tab 1mg,景德,衛署藥製 049144,,Y,,960719,NovoNorm tab 1mg,Boehringer Ingelheim,Germany
Repaglinide tab 1mg,生達,衛署藥製 049061,,Y,,960919,NovoNorm tab 1mg,Boehringer Ingelheim,Germany
Repaglinide tab 1mg,信東,衛署藥製 052308,,Y,,981118,NovoNorm tab 1mg,Boehringer Ingelheim,Germany
Repaglinide tab 2mg,優生,衛署藥製 049532,,,Y,970609,Supernide tab 1mg,優生,Taiwan
Repaglinide/ Metformin tab 1mg/500mg,瑩碩,衛署藥製057860,,Y,,1020116,PrandiMet tab 1/500mg,Novo Nordisk ,Sweden
Ribavirin cap 200mg,台灣東洋,衛署藥製 048027,,Y,,930812,Robetol cap 200mg,Schering,Puerto Rico
Ribavirin cap 200mg,格利,衛署藥製 048152,,Y,,911025,Rebetol cap 200mg,Schering-Plough,Puerto Rico
Ribavirin cap 200mg,吉富,衛署藥輸 025232,,Y,,990415,Rebetol cap 200mg,Schering-Plough,Puerto Rico
Riluzole tab 50mg,勝寶,衛署藥製 044485,,Y,,900110,Rilutek tab 50mg,Rhone-Poulene Rorer,Ireland
Risperidone oral soln 1mg/ml,晟德,衛署藥製 048352,,Y,,950926,Risperdal oral soln 1mg/ml,Janssen,Belgium
Risperidone oral solution 1mg/mL,鴻汶,衛署藥製025248,,Y,,1001012,Risperdal oral solution 1mg/mL,Janssen ,Belgium
Risperidone tab 1mg,鴻汶,衛署藥製  047419,,,Y,940621,Risdol tab 2mg,健亞,Taiwan
Risperidone tab 1mg,景德,衛署藥製  047793,,,Y,950116,Spiterin tab 2mg,景德,Taiwan
Risperidone tab 1mg,信東,衛署藥製 048216,,,Y,950725,Risdone tab 2mg,信東,Taiwan
Risperidone tab 1mg,衛達,衛署藥製 048629,,,Y,960313,Risdon tab 2mg,衛達,Taiwan
Risperidone tab 1mg,瑞士,衛署藥製 048996,,,Y,960418,Blue-Up tab 2mg,瑞士,Taiwan
Risperidone tab 1mg,濟生,衛署藥製 049058,,,Y,960829,Riston tab 2mg,皇佳,Taiwan
Risperidone tab 2mg,生達,衛署藥製  045582,,Y,,920221,Risperdal tab 2mg,Janssen,Korea
Risperidone tab 2mg,衛達,衛署藥製 046102,,Y,,921002,Risperdal tab 2mg,Janssen,Korea
Risperidone tab 2mg,鴻汶,衛署藥製 047294,,Y,,930419,Risperdal tab 2mg,Janssen,Korea
Risperidone tab 2mg,信東,衛署藥製  047690,,Y,,941214,Risperdal tab 2mg,Janssen,Korea
Risperidone tab 2mg,中化,衛署藥製  047830,,Y,,950111,Risperdal tab 2mg,Janssen,Korea
Risperidone tab 2mg,景德,衛署藥製  047290,,Y,,940419,Risperdal tab 2mg,Janssen,Korea
Risperidone tab 2mg,皇佳,衛署藥製 048041,,Y,,950608,Risperdal tab 2mg,Janssen,Korea
Risperidone tab 2mg,瑞士,衛署藥製 048392,,Y,,950718,Risperdal tab 2mg,Janssen,Korea
Risperidone tab 2mg,新益,衛署藥製 048351,,Y,,951012,Risperdal tab 2mg,Janssen,Korea
Risperidone tab 2mg,冠皇,衛署藥製 049012,,Y,,960821,Risperdal tab 2mg,Janssen,Korea
Risperidone tab 2mg,永信,衛署藥製 049467,,Y,,970520,Risperdal tab 2mg,Janssen,Korea
Risperidone tab 3mg,鴻汶,衛署藥製 047407,,,Y,940610,Risdol tab 2mg,健亞,Taiwan
Risperidone tab 3mg,景德,衛署藥製 047989,,,Y,950418,Spiterin tab 2mg,景德,Taiwan
Risperidone tab 3mg,瑞士,衛署藥製 049073,,,Y,960926,Blue up tab 2mg,瑞士,Taiwan
Risperidone tab 3mg,信東,衛署藥製 049131,,,Y,961011,Risdone tab 2mg,信東,Taiwan
Rivastigmine cap 4.5mg,瑞士,衛署藥製 050114,,Y,,980414,Exelon cap 4.5mg,Novartis,Spain
Rivastigmine oral soln 3.2mg/ml,晟德,衛署藥製 052566,,Y,,990211,Exelon Oral Solution 3.2mg/ml,Novartis,U.S.A.
Rizatriptan tab 10mg,弘如洋,衛署藥製 048894,,Y,,960302,Maxalt tab 10mg,MSD,U. K.
Rizatriptan tab 5mg,聯邦,衛署藥製 052537,,Y,,981021,Maxalt tab 5mg,MSD,U. K.
Rosiglitazone tab 4mg,溫士頓,衛署藥製 050171,,Y,,980512,Avandia tab 4mg,SB ,Pureto Rico
Rosiglitazone tab 4mg,永信,衛署藥製 048516,,Y,,960103,Avandia tab 4mg,SB,Puerto Rico
Rosiglitazone tab 4mg,信東,衛署藥製 049615,,Y,,970602,Avandia tab 4mg,SB,Puerto Rico
Rosiglitazone tab 4mg,生達,衛署藥製 049625,,Y,,970724,Avandia tab 4mg,SB,Puerto Rico
Rosiglitazone tab 4mg,台灣道斯,衛署藥製 050426,,Y,,971205,Avandia tab 4mg,SB ,Pureto Rico
Rosiglitazone tab 4mg,瑞安,衛署藥製 055011,,Y,,990224,"Avandia tab 4mg ""Spain""",Glaxo Wellcome S.A.,Spain
Rosiglitazone tab 4mg,瑞士,衛署藥製 056669,,Y,,991220,Avandia tab 4mg ,Glaxo Wellcome S.A.,Spain
Rosuvastatin calcium tab 10mg,健亞,衛署藥製057130,,Y,,1010229,Crestor F.C. tab 10mg,IPR Pharmaceutical Inc.,Pureto Rico
Rosuvastatin tab 10mg,十全,衛署藥製 057940,,Y,,1010921,Crestor tab 10mg,IPR Pharmaceuticals Inc.,Pureto Rico
Rosuvastatin calcium tab 10mg,中國化學,衛署藥製 057802,,,Y,1030320,Roty tab 10mg,中國化學,Taiwan
Sapropterin 2HCl Tab 10mg,科進,衛署藥製057369,,,Y,1020617,Tetrahydrobiopterin tab 10mg,Schircks ,Switzerland
Sertraline oral slon 20mg/ml,晟德,衛署藥製 048686,,Y,,960424,Zoloft oral conc 20mg/ml,Pfizer,U.S.A.
Sertraline tab 100mg,南光,衛署藥製 049556,,,Y,970625,You-jet tab 50mg,南光,Taiwan
Sertraline tab 100mg,景德,衛署藥製 052477,,,Y,981209,Kinloft tab 50mg,景德,Taiwan
Sertraline tab 50mg,景德,衛署藥製 043744,,Y,,890421,Zoloft tab 50mg,Pfizer,Australia
Sertraline tab 50mg,南光,衛署藥製 044374,,Y,,900213,Zoloft tab 50mg,Pfizer,Australia
Sertraline tab 50mg,瑪科隆,衛署藥製  047638,,Y,,941104,Zoloft tab 50mg,Pfizer,Australia
Sertraline tab 50mg,吉富,衛署藥輸 024545,,Y,,950915,Zoloft tab 50mg,Pfizer,Australia
Sertraline tab 50mg,華盛頓,衛署藥製 048541,,Y,,960108,Zoloft tab 50mg,Pfizer,Australia
Sertraline tab 50mg,瑞安,衛署藥製 051728,,Y,,980507,Zoloft tab 50mg,Pfizer,Australia
Sertraline tab 50mg,皇佳,衛署藥製056801,,Y,,991209,Zoloft tab 50mg,Pfizer,Australia
Sibutramine cap 10mg,美時,衛署藥製 048733,,,Y,960226,Retilsol cap 15mg,美時,Taiwan
Sibutramine cap 10mg,中化,衛署藥製 049259,,Y,,960417,Reductil cap 10mg,BCM,England
Sibutramine cap 10mg,瑩碩,衛署藥製 052117,,,Y,981015,Losfat cap 15mg,聯亞,Taiwan
Sibutramine cap 15mg,美時,衛署藥製 048519,,Y,,950329,Reductil cap 15mg,BCM,England
Sibutramine cap 15mg,十全,衛署藥製 051716,,Y,,980831,Reductil cap 15mg,Abbott ,Germany
Sibutramine cap 15mg,瑩碩,衛署藥製 050873,,Y,,980826,Reductil cap 15mg,Abbott ,Germany
Sibutramine cap 15mg,中化,衛署藥製 052556,,,Y,990223,Sytramee cap 10mg,中化,Taiwan
Sibutramine cap 15mg,南光,衛署藥製 054970,,Y,,990315,Reductil cap 15mg,Abbott ,Germany
Sibutramine cap 15mg,永信,衛署藥製 055111,,Y,,990308,Reductil cap 15mg,Abbott ,Germany
Sibutramine cap 15mg,輔凱,衛署藥製 055239,,Y,,990709,Reductil cap 15mg,Abbott ,Germany
Sibutramine cap 15mg,永勝,衛署藥製055573,,Y,,991214,Reductil cap 15mg,Abbott ,Germany
Sibutramine cap 5mg,瑩碩,衛署藥製 054861,,,Y,990312,Losfat cap 15mg,瑩碩委託聯亞,Taiwan
Sildenafil tab 100mg,衛達,衛部藥製058195,,Y,,1020111,Viagra tab 100mg,Pfizer ,Australia
Sildenafil tab 100mg,南光,衛署藥製 055972,,Y,,1000304,Viagra tab 100mg,Pfizer,Australia
Sildenafil tab 100mg,健喬信元,衛署藥製056709,,Y,,1000518,Viagra tab 100mg,Pfizer,Australia
Sildenafil Citrate Tab 100mg,天良,衛部藥製 058153,,,Y,1020308,Viagra Tab 100mg,Pfizer Australia Pty Limited,Australia
Sildenafil tab 25mg,南光,衛署藥製056728,,,Y,1000505,Okpower tab 100mg,南光,Taiwan
Sildenafil tab 50mg,南光,衛署藥製057200,,,Y,1000818,Okpower tab 100mg,南光,Taiwan
Sildenafil tab 20 mg,信東,衛部藥製 058147,,,Y,1011217,Revatio  tab 20 mg,PFIZER PGM.,France
Silodosin Cap 2mg,健喬信元,衛署藥製 057812,,,Y,1020904,Urief Cap 4mg,健喬信元,Taiwan
Silodosin cap 4mg ,健喬信元,衛署藥製 055118,Y,,,990716,Urief cap 4mg,Kissei,Japan
Silodosin cap 8mg,健喬信元,衛部藥製058222,,,Y,1020222,Urief cap 4mg,健喬信元,Taiwan
Simvastatin tab 10mg,寶齡富錦,衛署藥製 049699,,,Y,970905,Simastatin tab 80mg,寶齡富錦,Taiwan
Simvastatin tab 20mg,中化,衛署藥製 047907,,Y,,950309,Zocor tab 20mg,M.S.D.,Australia
Simvastatin tab 20mg,永信,衛署藥製 047928,,Y,,950116,Zocor tab 20mg,M.S.D.,Australia
Simvastatin tab 20mg,十全,衛署藥製 047924,,Y,,950102,Zocor tab 20mg,M.S.D.,Australia
Simvastatin tab 20mg,萬菱,衛署藥製 044998,,Y,,910514,Zocor tab 20mg,M.S.D.,Australia
Simvastatin tab 20mg,台灣道斯,衛署藥製 046402,,Y,,930423,Zocor tab 20mg,M.S.D.,Australia
Simvastatin tab 20mg,生達,衛署藥製 047348,,Y,,940414,Zocor tab 20mg,M.S.D.,Australia
Simvastatin tab 20mg,盛益,衛署藥輸 023970,,Y,,930323,Zocor tab 20mg,M.S.D.,Australia
Simvastatin tab 20mg,艾維斯,衛署藥輸 024535,,,Y,950614,Simgal tab 40mg,Ivax,Czech
Simvastatin tab 20mg,聯邦,衛署藥製 048608,,Y,,950913,Zocor tab 20mg,M.S.D.,Australia
Simvastatin tab 20mg,景德,衛署藥製 048813,,Y,,960327,Zocor tab 20mg,M.S.D.,Australia
Simvastatin tab 20mg,瑞安,衛署藥製 048926,,Y,,960608,Zocor tab 20mg,M.S.D.,Australia
Simvastatin tab 20mg,寶齡富錦,衛署藥製 049672,,,Y,970819,Simastatin tab 80mg,寶齡富錦,Taiwan
Simvastatin tab 20mg,羅得,衛署藥製 049792,,Y,,970414,Zocor tab 20mg,M.S.D.,Australia
Simvastatin tab 20mg,瑞士,衛署藥製 049661,,Y,,970526,Zocor tab 20mg,M.S.D.,Australia
Simvastatin tab 20mg,衛達,衛署藥製 049841,,Y,,970716,Zocor tab 20mg,M.S.D.,Australia
Simvastatin tab 20mg,井田,衛署藥製057167,,,Y,1000520,KEZHI tab 40mg,井田,Taiwan
Simvastatin tab 40mg,萬菱,衛署藥製 047775,,Y,,950113,Zocor tab 40mg,M.S.D.,England
Simvastatin tab 40mg,盛益,衛署藥輸 024339,,,Y,950111,SimvaHexal FC tab 20mg,Salutas,Germany
Simvastatin tab 40mg,十全,衛署藥製 049360,,,Y,970403,Zostatin tab 20mg,十全,Taiwan
Simvastatin tab 40mg,世育,衛署藥製 048562,,Y,,960116,Zocor tab 40mg,M.S.D.,U. K.
Simvastatin tab 40mg,永信,衛署藥製 049190,,Y,,961123,Zocor tab 40mg,M.S.D.,U. K.
Simvastatin tab 40mg,寶齡富錦,衛署藥製 049997,,,Y,970820,Simastatin tab 80mg,寶齡富錦,Taiwan
Simvastatin tab 40mg,瑞安,衛署藥製 052465,,,Y,981230,Simva tab 20mg,瑞安,Taiwan
Simvastatin tab 40mg,井田,衛署藥製 052479,,Y,,981222,Zocor tab 40mg,M.S.D.,U. K.
Simvastatin tab 40mg,聯邦,衛署藥製055967,,,Y,1000303,Simva tab 20mg,聯邦,Taiwan
Simvastatin tab 40mg,中國化學,衛署藥製056806,,Y,,1001221,Zocor tab 40mg,M.S.D.,U.K.
Simvastatin tab 80mg,寶齡富錦,衛署藥製 049535,,Y,,970526,Zocor tab 80mg,M.S.D.,U. K.
Sulbactam inj 0.5g/vial,台灣東洋,衛署藥製 043869,,Y,,880212,Combactam inj 1g/vial,Pfizer,Germany
Sulbactam inj 0.5g/vial,中化,衛署藥製 054647,,Y,,990408,Maxtam Inj 500mg,東洋委託聯亞生技,Taiwan
Sulbactam inj 0.5g/vial ,信東,衛署藥製 049090,,Y,,960912,Maxtam inj 0.5g/vial,台灣東洋,Taiwan
Tamsulosin SR cap 0.2mg,台灣山之內,衛署藥製 044296,,,Y,900212,Harnalidge cap 0.2mg,Yamanouchi,Japan
Tamsulosin SR cap 0.2mg,生達,衛署藥製 046016,,Y,,920821,Harnalidge cap 0.2mg,Yamanouchi,Japan
Tamsulosin SR cap 0.2mg,中國化學,衛署藥製 047599,,Y,,940825,Harnalidge cap 0.2mg,Yamanouchi,Japan
Tamsulosin SR cap 0.2mg,強生,衛署藥製 048637,,Y,,960319,Harnalidge cap 0.2mg,Yamanouchi,Japan
Tamsulosin SR cap 0.2mg,信東,衛署藥製 050168,,Y,,970702,Harnalidge cap 0.2mg,Astellas Tokai,Japan
Tamsulosin SR tab 0.2mg,貽丹,衛署藥製 049342,,Y,,970306,Harnalidge cap 0.2mg,Yamanouchi,Japan
Tamsulosin SR tab 0.2mg,漢旭,衛署藥製055576,,Y,,991201,Harnalidge D tab 0.2mg,Astellas,Japan
Tegafur/ Uracil cap 100mg/224mg ,美時,衛署藥製 049563,Y,,,970512,UFT cap 100mg/224mg,Taiho,Japan
Telmisartan tab 40mg,中化,衛署藥製 056745,,Y,,1001031,Micardis tab 40mg,"Boehringer Ingelheim Pharma Gmbh & Co.,KG",Germany
Temozolomide cap 100mg,美時,衛署藥製056316,Y,,,991209,Temodal cap 100mg,Orion ,Finland
Temozolomide cap 20mg,美時,衛部藥製058025,,Y,,1020715,Temodal cap 20mg,Orion ,Finland
Tenoxicam inj 20mg,生達,衛署藥製 041684,,Y,,860320,Tilcotil inj 20mg,Roche,Switzerland
Tenoxicam tab 10mg,華興,衛署藥製 043736,,,Y,891113,Sutondin tab 10mg,華興,Taiwan
Tenoxicam tab 20mg,生達,衛署藥製 040517,,Y,,850813,Tilcotil tab 20mg,羅氏,Taiwan
Tenoxicam tab 20mg,華興,衛署藥製 043458,,Y,,881123,Tilcotil tab 20mg,羅氏,Taiwan
Terazosin tab 2mg,衛達,衛署藥製 042936,,Y,,880421,Hytrin tab 2mg,Abbott,U.S.A.
Terazosin tab 2mg,信元,衛署藥製 043188,,Y,,880810,Hytrin tab 2mg,Abbott,U.S.A.
Terazosin tab 2mg,信東,衛署藥製 043317,,Y,,881005,Hytrin tab 2mg,Abbott,U.S.A.
Terazosin tab 2mg,永勝,衛署藥製 043625,,Y,,890304,Hytrin tab 2mg,Abbott,U.S.A.
Terazosin tab 2mg,景德,衛署藥製 043656,,Y,,890307,Hytrin tab 2mg,Abbott,U.S.A.
Terazosin tab 2mg,五洲,衛署藥製 043961,,Y,,890704,Hytrin tab 2mg,Abbott,U.S.A.
Terazosin tab 2mg,瑞安,衛署藥製 044063,,Y,,891016,Hytrin tab 2mg,Abbott,U.S.A.
Terazosin tab 2mg,永信,衛署藥製 044547,,Y,,900611,Hytrin tab 2mg,Abbott,U.S.A.
Terazosin tab 2mg,亞培,衛署藥輸 022959,,Y,,890713,Hytrin tab 2mg,Abbott,U.S.A.
Terbinafine tab 250mg,中化,衛署藥製 043575,,Y,,890118,Lamisil tab 250mg,Novartis,Switzerland
Terbinafine tab 250mg,信東,衛署藥製 044682,,Y,,901015,Lamisil tab 250mg,Novartis,Switzerland
Terbinafine tab 250mg,南光,衛署藥製 044683,,Y,,901022,Lamisil tab 250mg,Novartis,Switzerland
Terbinafine tab 250mg,杏輝,衛署藥製 045950,,Y,,920924,Lamisil tab 250mg,Novartis,Switzerland
Terbinafine tab 250mg,瑞士,衛署藥製 047091,,Y,,940303,Lamisil tab 250mg,Novartis ,U. K.
Thalidomide cap 50mg,美時,衛署藥製057269,,Y,,990817,Thado cap 50mg,台灣東洋,Taiwan
Tiagabine tab 10mg,信東,衛署藥製 049289,,Y,,961224,Gabitril tab 10mg,Sanofi Winthrop,U. K.
Tiagabine tab 5mg,信東,衛署藥製 049395,,,Y,970414,Tiabine tab 10mg,信東,Taiwan
Tizanidine tab 2mg,寶齡富錦,衛署藥製 045755,,,Y,920827,Spaslax tab 4mg,寶齡富錦,Taiwan
Tizanidine tab 2mg,政德,衛署藥製 046447,,Y,,930716,Sirdalud tab 2mg,Novartis,Germany
Tizanidine tab 2mg,十全,衛署藥製 046489,,Y,,930727,Sirdalud tab 2mg,Novartis,Switzerland
Tizanidine tab 2mg,永信,衛署藥製 048176,,Y,,950725,Sirdalud tab 2mg,Novartis,Germany
Tizanidine tab 2mg,景德,衛署藥製 045541,,Y,,911231,Sirdalud tab 2mg,Novartis,Switzerland
Tizanidine tab 4mg,寶齡富錦,衛署藥製 045439,,Y,,920217,Sirdalud tab 2mg,Novartis,Switzerland
Tolterodine tab 2mg,萬菱,衛署藥製 048447,,Y,,950626,Detrusitol tab 2mg,Pharmacia & Upjohn,Italy
Tolterodine tab 2mg,健喬信元,衛署藥製055408,,Y,,990817,Detrusitol tab 2mg,Pfizer,Italy
Topiramate tab 100mg,英伯士,衛署藥製 046749,,Y,,930812,Topamax tab 100mg,Cilag,Switzerland
Topiramate tab 100mg,美時,衛署藥製 048055,,Y,,950309,Topamax tab 100mg,Cilag,Switzerland
Topiramate tab 100mg,美時,衛署藥製 048099,,Y,,950628,Topamax tab 100mg,Cilag AG,Switzerland
Topiramate tab 100mg,永信,衛署藥製 049568,,Y,,970415,Topamax tab 100mg,Cilag AG,Switzerland
Topiramate tab 100mg,台灣諾華,衛署藥輸 025065,,Y,,980522,Topamax tab 100mg,Cilag AG,Switzerland
Topiramate tab 100mg,吉富,衛署藥輸 025209,,Y,,990528,Topamax tab 100mg,Cilag AG,Switzerland
Topiramate tab 100mg,瑞士,衛署藥製 057911,,Y,,1010523,Topamax tab 100mg,Cilag AG,Switzerland
Topiramate tab 25mg,英伯士,衛署藥製 048507,,,Y,960104,Epilramate tab 100mg,英伯士,Taiwan
Topiramate tab 25mg,永信,衛署藥製 049861,,Y,,971202,Topamax tab 25mg,Cilag ,Switzerland
Topiramate tab 25mg,台灣諾華,衛署藥輸 025144,,,Y,981210,Topiramate tab 100mg,Sandoz ,India
Topiramate tab 50mg,永信,衛署藥製 049840,,,Y,971119,Toramate tab 100mg,永信,Taiwan
Topiramate tab 50mg,台灣諾華,衛署藥輸 025145,,,Y,981221,Topiramate tab 100mg,Sandoz ,India
Torsemide tab 10mg,永信,衛署藥製 049814,,,Y,971125,Torsix tab 20mg,永信,Taiwan
Tramadol /Acetaminophen tab 37.5/325mg,永信,衛署藥製056706,,Y,,1000314,Ultracet tab 37.5mg/325mg,Janssen,Korea
Tramadol cap 50mg,南光,衛署藥製 040422,,Y,,850301,Tramal cap 50mg,Grunenthal GmbH,Germany
Tramadol cap 50mg,台灣派頓,衛署藥製 041557,,Y,,860702,Tramal cap 50mg,Grunenthal GmbH,Germany
Tramadol cap 50mg,寶齡富錦,衛署藥製 042533,,Y,,870721,Tramal cap 50mg,Grunenthal GmbH,Germany
Tramadol cap 50mg,明則實業,衛署藥製 043597,,Y,,881110,Tramal cap 50mg,Grunenthal GmbH,Germany
Tramadol cap 50mg,瑞士,衛署藥製 043824,,Y,,890607,Tramal cap 50mg,Grunenthal GmbH,Germany
Tramadol cap 50mg,禾利行,衛署藥輸 023134,,Y,,890630,Tramal cap 50mg,Grunenthal GmbH,Germany
Tramadol inj 50mg/ml,台灣派頓,衛署藥製 038145,,Y,,851227,Tramal inj 50mg/ml,Grunemthal GmbH,Germany
Tramadol inj 50mg/ml ,南光,衛署藥製 039058,,Y,,850608,Tramal inj 50mg/ml,Grunemthal GmbH,Germany
Tramadol SR tab 100mg,友瑞,衛署藥製 042770,,Y,,880112,Tramal long retard tab 100mg,Grunenthal GmbH,Germany
Tramadol SR tab 100mg,五洲,衛署藥製 047457,,Y,,920103,Tramal long retard tab 100mg,Grunenthal ,Germany
Tramadol XL tab 200mg,吉富,衛署藥輸025416,Y,,,1000125,Tramal Sandoz UNO Retard tab 200mg,Salutas,Germany
Trazodone tab 100mg,正和,衛署藥製 041350,,Y,,850328,Desyrel tab 100mg,Mead Johnson,U.S.A.
Trazodone tab 100mg,信東,衛署藥製 042906,,Y,,880324,Mesyrel tab 50mg,美時,Taiwan
Trazodone tab 100mg ,杏輝,衛署藥製 040523,,Y,,850716,Desyrel tab 100mg,Mead Johnson,U.S.A.
Trazodone tab 50mg,美時,衛署藥製 033664,,Y,,800110,Desyrel tab 100mg,Mead Johnson,U.S.A.
Trazodone tab 50mg,正和,衛署藥製 041560 ,,,Y,860904,Trazo tab 100mg,正和,Taiwan
Trazodone tab 50mg,漁人,衛署藥製 041599,,Y,,860519,Desyrel tab 50mg,Mead Johnson,U.S.A.
Trazodone tab 50mg,信東,衛署藥製 043634,,,Y,890221,Mesyrel tab 50mg,美時,Taiwan
Trazodone tab 50mg,永信,衛署藥製 044577,,Y,,900510,Mesyrel tab 50mg,美時,Taiwan
Valaciclovir tab 1gm,永信,衛署藥製 054992,,Y,,990525,Valtrex tab 500mg,Glaxo wellcome,Spain
Valaciclovir tab 500mg,中國化學,衛署藥製057925,,Y,,1020116,Valtrex Tab 500mg,Galxo Wellcome ,Spain
Valaciclovir tab 500mg,永信,衛署藥製 049858,,Y,,970624,Valtrex tab 500mg,Glaxo,Spain
Valsartan / Hydrochlorothiazide  tab 80mg/12.5mg,瑪科隆,衛署藥製057371,,Y,,1001212,Co-Diovan F.C. tab 80mg/12.5mg,Novartis Farma ,Italy
Valsartan /Hydrochlorothiazide cap 80/12.5mg,瑩碩,衛署藥製057153,,Y,,1010116,Co-Diovan 80mg/12.5mg tab ,Norvatis ,Switzerland
Valsartan cap 160mg,景德,衛署藥製 057415,,,Y,1010303,Disartan cap 80mg ”Kingdom”,景德,Taiwan
Valsartan cap 80mg,景德,衛署藥製 046661,,Y,,930525,Diovan cap 80mg,Novartis,Switzerland
Valsartan tab 160mg,瑩碩,衛部藥製058090,,Y,,1020729,Diovan tab 160mg,Novartis ,Spain
Valsartan tab 160mg,信東,衛署藥製058085,,Y,,1020911,Diovan tab 160mg,Novartis ,Spain
Valsartan tab 160mg,健喬信元,衛部藥製058170,,Y,,1021030,Diovan tab 160mg,Novartis ,Spain
Valsartan tab 160mg,生達,衛署藥製055557,,Y,,990908,Diovan tab 160mg,Novartis ,Switzerland
Valsartan tab 160mg,健亞,衛署藥製056318,Y,,,1000222,Diovan tab 160mg,Novartis,Spain
Valsartan tab 160mg,中化,衛署藥製 057343,,,Y,1010614,Vosaa tab Tab 80mg,中化,Taiwan
Valsartan tab 160mg,永信,衛署藥製 057380,,Y,,1000915,Diovan tab 160mg,Novartis Farmaceutica S.A.,Spain
Valsartan tab 320mg,健喬信元,衛部藥製058191,,,Y,1021126,Vaks F.C. tab 160mg,健喬信元,Taiwan
Valsartan tab 80mg,健喬信元,衛部藥製058190,,,Y,1021118,Vaks F.C. tab 160mg,健喬信元,Taiwan
Valsartan tab 80mg,中化,衛署藥製 056670,,Y,,1000630,Diovan  tab 80mg,Novartis,Switzerland
Valsartan tab 80mg,道格拉斯,衛署藥製 052593,,Y,,960830,Diovan tab 80mg,Novartis,Switzerland
Valsartan tab 80mg,生達,衛署藥製055585,,,Y,991210,Valsart tab 160mg,生達,Taiwan
Valsartan tab 80mg,健亞,衛署藥製056320,,,Y,1000509,Minivan tab 160mg,健亞,Taiwan
Valsartan tab 80mg,溫士頓,衛署藥製057232,,Y,,1000830,Diovan F.C. tab 80mg,Novartis Farma Stein AG,Switzerland
Valsartan tab 80mg,瑞士,衛署藥製 057909,,Y,,1010705,Diovan tab 80mg,Novartis Farmaceutica S.A.,Spain
Valsartan tab 80mg,十全,衛部藥製 058064,,Y,,1001208,Diovan tab 80mg,Novartis Farmaceutica S.A.,Spain
Valsartan/Hydrochlorothiazide cap 80/12.5mg,瑩碩,衛署藥製 057153,,Y,,1010116,Co-Diovan tab 80/12.5mg,Novartis Pharma Stein AG,Switzerland
Venlafaxine S.R. cap 75 mg,信東,衛署藥製 057263,,Y,,1010110,EFEXOR XR cap 75 mg,Wyeth Medica Ireland ,Ireland
Venlafaxine SR cap 37.5mg,瑞士,衛署藥製 049985,,,Y,970701,Calmdown SR cap 75mg,瑞士,Taiwan
Venlafaxine SR cap 75mg,瑞士,衛署藥製 048875,,Y,,960423,Efexor XR cap 75mg,Wyeth-Ayerst,Ireland
Venlafaxine tab 37.5mg,怡發,衛署藥製 045961,,Y,,920825,Efexor tab 37.5mg,Wyeth-Ayerst,Canada
Venlafaxine tab 37.5mg,鴻汶,衛署藥製 047114,,Y,,930906,Efexor tab 37.5mg,Wyeth-Ayerst,Canada
