製劑別,申請廠商,製劑名稱,製造批號,有效期限,包裝,封緘數量,封緘劑量,封緘日期,備註
疫苗及類毒素類,美商惠氏藥廠(亞洲)股份有限公司台灣分公司,沛兒肺炎球菌七價接合型疫苗-針筒裝注射劑,"32284, C12336F",991016.0,1劑/0.5 mL/支/盒,"1劑/0.5 mL/支/盒 × 41,345盒",41345,970814,
疫苗及類毒素類,美商惠氏藥廠(亞洲)股份有限公司台灣分公司,沛兒肺炎球菌七價接合型疫苗-針筒裝注射劑,"31030, B97386E",990619.0,1劑/0.5 mL/支/盒,"1劑/0.5 mL/支/盒 × 1,009盒",1009,970814,
血液製劑類,上合貿易股份有限公司,貝靈血清蛋白注射液20%,62444411E,1020228.0,50 mL/瓶/盒,"50 mL/瓶/盒 × 16,179盒",16179,970804,
血液製劑類,吉發企業股份有限公司,第九凝血因子複合注射劑250/500,88460111A,1000228.0,500 IU/瓶/盒,"500 IU/瓶/盒 × 1,138盒",1138,970911,
血液製劑類,吉發企業股份有限公司,第九凝血因子複合注射劑250/500,88360111A,1000131.0,500 IU/瓶/盒,"500 IU/瓶/盒 × 1,834盒",1834,970925,
血液製劑類,禾利行股份有限公司,立保B型肝炎抗體注射液,A283088,990331.0,10 mL/瓶/盒,"10 mL/瓶/盒 × 3,272盒",3272,970826,
疫苗及類毒素類,賽諾菲安萬特股份有限公司,巴斯德三合一補追疫苗,"C2828CB, C2828C",990531.0,1劑/0.5 mL/瓶/盒,"1劑/0.5 mL/瓶/盒 × 10,190盒",10190,970826,
疫苗及類毒素類,美商默沙東藥廠股份有限公司台灣分公司,紐蒙肺多價性肺炎鏈球菌疫苗,"K2789, 0499X/0662099",990306.0,1劑/0.5 mL/瓶 × 10瓶/盒,"1劑/0.5 mL/瓶 × 10瓶/盒 × 10,580盒",105800,970826,
疫苗及類毒素類,美商默沙東藥廠股份有限公司台灣分公司,紐蒙肺多價性肺炎鏈球菌疫苗,"K2831, 1958U/0661066",981127.0,1劑/0.5 mL/瓶 × 10瓶/盒,"1劑/0.5 mL/瓶 × 10瓶/盒 × 1,010盒",10100,970826,
血液製劑類,世信生物科技股份有限公司,貝靈血清蛋白注射液20%,62444412A,1020228.0,50 mL/瓶/盒,"50 mL/瓶/盒 × 9,552盒",9552,970818,
疫苗及類毒素類,美商默沙東藥廠股份有限公司台灣分公司,麻疹、腮腺炎及德國麻疹三種混合疫苗注射劑,"K2959, 0876X/0660998",990714.0,1 劑/瓶 × 10 瓶/盒,"1 劑/瓶 × 10 瓶/盒 × 4,677 盒",46770,970828,
疫苗及類毒素類,美商默沙東藥廠股份有限公司台灣分公司,麻疹、腮腺炎及德國麻疹三種混合疫苗注射劑,"K2960, 0877X/0661001",990714.0,1劑/瓶 × 10瓶/盒,"1劑/瓶 × 10瓶/盒 × 5,366盒",53660,970828,
疫苗及類毒素類,美商惠氏藥廠(亞洲)股份有限公司台灣分公司,沛兒肺炎球菌七價接合型疫苗-針筒裝注射劑,"32283, C12336E",990831.0,1劑/0.5 mL/支/盒,"1劑/0.5 mL/支/盒 × 11,192盒",11192,970902,
血液製劑類,吉帝藥品股份有限公司,兔抗胸腺細胞免疫球蛋白,"C8014H18, C8014",981031.0,5 mL/瓶/盒,"5 mL/瓶/盒 × 1,295 盒",1295,970813,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,安在時B型肝炎疫苗,"AHBVB528AB, AHBVB528A",990531.0,1劑/1 mL/瓶 × 25瓶/盒,1劑/1 mL/瓶 × 25瓶/盒 × 957盒; 4瓶/盒 × 1盒,23929,970821,
抗毒素及抗血清類,行政院衛生署疾病管制局,抗龜殼花及赤尾鮐蛇毒血清凍晶注射劑,FH9702,1020831.0,1劑/瓶/盒,"1劑/瓶/盒 × 1,574盒",1574,970905,
疫苗及類毒素類,美商默沙東藥廠股份有限公司台灣分公司,"嘉喜〔四價人類乳突病毒(第 6,11,16,18 型)基因重組疫苗〕","NJ02250, 1283U",990822.0,1劑/0.5 mL/支 × 10支/盒,"1劑/0.5 mL/支 × 10支/盒 × 5,014盒",50140,970918,
疫苗及類毒素類,美商惠氏藥廠(亞洲)股份有限公司台灣分公司,沛兒肺炎球菌七價接合型疫苗-針筒裝注射劑,"32550, C30477C",991129.0,1劑/0.5 mL/支/盒,"1劑/0.5 mL/支/盒 × 43,020盒",43020,970909,
血液製劑類,禾利行股份有限公司,百合施多特注射液,A144047,991130.0,50 mL/瓶/盒,50 mL/瓶/盒 × 500盒,500,970827,
疫苗及類毒素類,國光生物科技股份有限公司,國光明礬沉澱破傷風類毒素,TT0808,1000821.0,2劑/1 mL/瓶 × 10瓶/盒,"2劑/1 mL/瓶 × 10瓶/盒 × 2,210盒；4瓶/盒 × 1盒",44208,971003,
疫苗及類毒素類,國光生物科技股份有限公司,國光明礬沉澱破傷風類毒素,TT0807,1000821.0,2劑/1 mL/瓶 × 10瓶/盒,"2劑/1 mL/瓶 × 10瓶/盒 × 2,189盒;8瓶/盒 × 1盒",43796,971003,
疫苗及類毒素類,國光生物科技股份有限公司,國光明礬沉澱破傷風類毒素,TT0806,1000821.0,2劑/1 mL/瓶 × 10瓶/盒,"2劑/1 mL/瓶 × 10瓶/盒 × 2,250盒;7瓶/盒 × 1盒",45014,971003,
疫苗及類毒素類,國光生物科技股份有限公司,國光明礬沉澱破傷風類毒素,TT0805,1000821.0,2劑/1 mL/瓶 × 10瓶/盒,"2劑/1 mL/瓶 × 10瓶/盒 × 2,256盒；9瓶/盒 × 1盒",45138,970930,
疫苗及類毒素類,國光生物科技股份有限公司,國光明礬沉澱破傷風類毒素,TT0803,1000821.0,2劑/1 mL/瓶 × 10瓶/盒,"2劑/1 mL/瓶 × 10瓶/盒 × 1,353盒；5瓶/盒 × 1盒",27070,971205,
疫苗及類毒素類,國光生物科技股份有限公司,國光明礬沉澱破傷風類毒素,TT0802,1000821.0,2劑/1 mL/瓶 × 10瓶/盒,"2劑/1 mL/瓶 × 10瓶/盒 × 2,234盒；1瓶/盒 × 1盒",44682,970930,
血液製劑類,天行貿易股份有限公司,白蛋白注射劑20%,26NC301,1000603.0,50 mL/瓶/盒,"50 mL/瓶/盒 × 19,472盒",19472,971013,
血液製劑類,泛泰醫療產品有限公司,百特25%人體正常血清白蛋白注射劑,LA07D255AB,981205.0,50 mL/瓶,"50 mL/瓶 × 16,996瓶",16996,970912,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,新赫寶克,"AHAVB267AK, AHAVB267A",991130.0,1劑/0.5 mL/瓶/盒,"1劑/0.5 mL/瓶/盒 × 7,215盒",7215,970903,
血液製劑類,上合貿易股份有限公司,貝靈血清蛋白注射液20%,63344411C,1020331.0,50 mL/瓶/盒,"50 mL/瓶/盒 × 24,337盒",24337,970829,
疫苗及類毒素類,美商惠氏藥廠(亞洲)股份有限公司台灣分公司,沛兒肺炎球菌七價接合型疫苗-針筒裝注射劑,"32550, C30477C",991129.0,1劑/0.5 mL/支/盒,"1劑/0.5 mL/支/盒 × 26,830盒",26830,970909,
疫苗及類毒素類,美商惠氏藥廠(亞洲)股份有限公司台灣分公司,沛兒肺炎球菌七價接合型疫苗-針筒裝注射劑,"32550, C30477C",991129.0,1劑/0.5 mL/支/盒,"1劑/0.5 mL/支/盒 × 43,110盒",43110,970909,
疫苗及類毒素類,國光生物科技股份有限公司,國光/北里流行性感冒疫苗,FL0804,980820.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 2,653盒; 17支/盒 × 1盒",53077,970923,
疫苗及類毒素類,國光生物科技股份有限公司,國光/北里流行性感冒疫苗,FL0805,980820.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 2,648盒; 15支/盒 × 1盒",52975,970923,
疫苗及類毒素類,國光生物科技股份有限公司,國光/北里流行性感冒疫苗,FL0806,980820.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 2,648盒; 15支/盒 × 1盒",52975,970923,
疫苗及類毒素類,國光生物科技股份有限公司,國光/北里流行性感冒疫苗,FL0807,980820.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 2,645盒; 12支/盒 × 1盒",52912,970923,
疫苗及類毒素類,國光生物科技股份有限公司,國光/北里流行性感冒疫苗,FL0808,980820.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 2,656盒; 15支/盒 × 1盒",53135,970923,
疫苗及類毒素類,國光生物科技股份有限公司,國光/北里流行性感冒疫苗,FL0809,980820.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 2,652盒; 15支/盒 × 1盒",53055,970923,
疫苗及類毒素類,國光生物科技股份有限公司,國光/北里流行性感冒疫苗,FL0810,980820.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 2,650盒；13支/盒 × 1盒",53013,970923,
疫苗及類毒素類,國光生物科技股份有限公司,國光/北里流行性感冒疫苗,FL0811,980820.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 2,641盒；6支/盒 × 1盒",52826,970923,
疫苗及類毒素類,國光生物科技股份有限公司,國光/北里流行性感冒疫苗,FL0812,980820.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 2,652盒；10支/盒 × 1盒",53050,970923,
疫苗及類毒素類,國光生物科技股份有限公司,國光/北里流行性感冒疫苗,FL0813,980820.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 2,650盒；15支/盒 × 1盒",53015,970923,
疫苗及類毒素類,國光生物科技股份有限公司,國光/北里流行性感冒疫苗,FL0815,980820.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 2,545盒；2支/盒 × 1盒",50902,971105,
疫苗及類毒素類,國光生物科技股份有限公司,國光/北里流行性感冒疫苗,FL0816,980820.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 2,649盒；4支/盒 × 1盒",52984,970924,
疫苗及類毒素類,賽諾菲安萬特股份有限公司,巴斯德流感疫苗,"D5698-1, D5698",980630.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 11,786盒；10支/盒 × 1盒",235730,970921,
疫苗及類毒素類,賽諾菲安萬特股份有限公司,巴斯德流感疫苗,"D5696-1, D5696",980630.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 9,894盒；15支/盒 × 1盒",197895,970920,
疫苗及類毒素類,賽諾菲安萬特股份有限公司,巴斯德流感疫苗,"D5688-1, D5688",980531.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 4,376盒;10支/盒 × 1盒",87530,970924,
其他生物藥品類,香港商愛力根有限公司台灣分公司,愛力根保妥適乾粉注射劑,C2306 C3,1000430.0,100 units/瓶/盒,"100 units/瓶/盒 × 5,750盒",5750,970924,
疫苗及類毒素類,國光生物科技股份有限公司,國光/北里流行性感冒疫苗,FL0801,980820.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 2,638盒; 15支/盒 × 1盒",52775,970925,
疫苗及類毒素類,國光生物科技股份有限公司,國光/北里流行性感冒疫苗,FL0802,980820.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 2,637盒; 10支/盒 × 1盒",52750,970925,
疫苗及類毒素類,國光生物科技股份有限公司,國光/北里流行性感冒疫苗,FL0803,980820.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 2,632盒; 13支/盒 × 1盒",52653,970924,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,伏流感疫苗,"AFLUA352AC, AFLUA352A",980531.0,1劑/0.5 mL/支 × 10支/盒,"1劑/0.5 mL/支 × 10支/盒 × 7,471盒；5支/盒 × 1盒",74715,970920,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,伏流感疫苗,"AFLUA351AD, AFLUA351A",980531.0,1劑/0.5 mL/支 × 10支/盒,"1劑/0.5 mL/支 × 10支/盒 × 7,531盒",75310,970920,
疫苗及類毒素類,美商默沙東藥廠股份有限公司台灣分公司,輪達停口服活性五價輪狀病毒疫苗,1050X/0662734,990603.0,1劑/2 mL/軟管/盒,"1劑/2 mL/軟管/盒 × 14,327 盒",14327,971008,
血液製劑類,百達醫療產品股份有限公司,百特組織修復凝合劑,VND2H044,990131.0,1 mL/支 × 2支/組/盒,"1 mL/支 × 2支/組/盒 × 1,124盒",1124,971009,
疫苗及類毒素類,國光生物科技股份有限公司,國光/北里流行性感冒疫苗,FL0817,980820.0,1劑/0.5 mL/支 × 20支/盒,"1 劑/0.5 mL/支 × 20支/盒 × 2,288盒; 15支/盒 × 1盒",45775,970925,
疫苗及類毒素類,國光生物科技股份有限公司,國光/北里流行性感冒疫苗,FL0818,980820.0,1劑/0.5 mL/支 × 20支/盒,"1 劑/0.5 mL/支 × 20支/盒 × 2,648盒; 11支/盒 × 1盒",52971,970924,
血液製劑類,禾利行股份有限公司,百合人白蛋白20%,A234388,1000430.0,50 mL/瓶/盒,"50 mL/瓶/盒 × 9,158盒",9158,970922,
疫苗及類毒素類,台灣諾華股份有限公司,伏必靈流行性感冒疫苗,89159,980630.0,1劑/0.5 mL/支 × 10支/盒,"1劑/0.5 mL/支 × 10支/盒 × 1,910 盒 ; 5支/盒 × 1 盒",19105,970927,
疫苗及類毒素類,台灣諾華股份有限公司,伏必靈流行性感冒疫苗,89158,980630.0,1劑/0.5 mL/支 × 10支/盒,"1劑/0.5 mL/支 × 10支/盒 × 9,644盒 ; 5支/盒 × 1盒",96445,970927,"實際封緘數量9645張 。封條AJ490538-AJ490540,AJ490506-AJ490509共7張作廢"
疫苗及類毒素類,台灣諾華股份有限公司,伏必靈流行性感冒疫苗,89128,980630.0,1劑/0.5 mL/支 × 10支/盒,"1劑/0.5 mL/支 × 10支/盒 × 9,581盒",95810,970926,
疫苗及類毒素類,台灣諾華股份有限公司,伏必靈流行性感冒疫苗,87927,980630.0,1劑/0.5 mL/支 × 10支/盒,"1劑/0.5 mL/支 × 10支/盒 × 9,492盒",94920,970927,
疫苗及類毒素類,台灣諾華股份有限公司,伏必靈流行性感冒疫苗,89705,980630.0,1劑/0.5 mL/支 × 10支/盒,"1劑/0.5 mL/支 × 10支/盒 × 7,660盒",76600,970926,1盒外盒無批號，不予封緘，實際封緘數量為7660盒（76600劑）。封條AJ471000作廢
疫苗及類毒素類,台灣諾華股份有限公司,伏必靈流行性感冒疫苗,89159,980630.0,1劑/0.5 mL/支 × 10支/盒,"1劑/0.5 mL/支 × 10支/盒 × 7,661盒",76610,970927,
血液製劑類,天行貿易股份有限公司,B型肝炎免疫人血球蛋白注射液,26N9P71,991211.0,1 mL/支/盒,"1 mL/支/盒 × 2,965盒",2965,970915,
血液製劑類,天行貿易股份有限公司,人用狂犬病免疫球蛋白,26N9X11,990709.0,10 mL/瓶/盒,10 mL/瓶/盒 × 10盒,10,970908,
疫苗及類毒素類,台灣諾華股份有限公司,伏必靈流行性感冒疫苗,89128,980630.0,1劑/0.5 mL/支 × 10支/盒,1劑/0.5 mL/支 × 10支/盒 × 487盒; 5支/盒 × 1盒,4875,970927,
疫苗及類毒素類,台灣諾華股份有限公司,伏必靈流行性感冒疫苗,89158,980630.0,1劑/0.5 mL/支 × 10支/盒,1劑/0.5 mL/支 × 10支/盒 × 76盒; 5支/盒 × 1盒,765,970927,
疫苗及類毒素類,賽諾菲安萬特股份有限公司,巴斯德流感疫苗,"D5756-1, D5756",980630.0,1劑/0.5mL/支 × 20支/盒,"1劑/0.5mL/支 × 20支/盒 × 2,811盒；10支/盒 × 1盒",56230,971001,
疫苗及類毒素類,賽諾菲安萬特股份有限公司,巴斯德流感疫苗,"D5730-1, D5730",980630.0,1劑/0.25 mL/支/盒 × 50盒/中盒,1劑/0.25 mL/支/盒 × 50盒/中盒 × 774中盒；1支/盒 × 19盒,38719,970919,因實際封緘數量更改為38719劑，AJ307106-AJ307110作廢
疫苗及類毒素類,賽諾菲安萬特股份有限公司,巴斯德流感疫苗,"D5734-1, D5734",980630.0,1劑/0.25 mL/支/盒 × 50盒/中盒,"1劑/0.25 mL/支/盒 × 50盒/中盒 × 4,047中盒 ; 1支/盒 × 18盒",202368,970919,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,嬰護寧六合一疫苗,"A21CA457A, A21LA457A/A21FA457A",990831.0,1劑/盒,"1劑/盒 × 1,140盒",1140,971127,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,伏流感疫苗,"AFLUA371AF, AFLUA371A",980630.0,1劑/0.5 mL/支 × 10支/盒,"1劑/0.5 mL/支 × 10支/盒 × 5,001盒",50010,970920,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,伏流感疫苗,"AFLUA379AB, AFLUA379A",980630.0,1劑/0.5 mL/支 × 10支/盒,"1劑/0.5 mL/支 × 10支/盒 × 14,981盒",149810,970921,
疫苗及類毒素類,台灣諾華股份有限公司,伏必靈流行性感冒疫苗,87926,980630.0,1劑/0.5 mL/支 × 10支/盒,"1劑/0.5 mL/支 × 10支/盒 × 1,101 盒",11010,970927,
疫苗及類毒素類,台灣諾華股份有限公司,伏必靈流行性感冒疫苗,89706,980630.0,1劑/0.5 mL/支 × 10支/盒,"1劑/0.5 mL/支 × 10支/盒 × 6,781盒",67810,970927,
疫苗及類毒素類,台灣諾華股份有限公司,伏必靈流行性感冒疫苗,89706,980630.0,1劑/0.5 mL/支 × 10支/盒,"1劑/0.5 mL/支 × 10支/盒 × 2,313盒；5支/盒 × 1盒",23135,970927,
疫苗及類毒素類,台灣諾華股份有限公司,伏必靈流行性感冒疫苗,89900,980630.0,1劑/0.5 mL/支 × 10支/盒,"1劑/0.5 mL/支 × 10支/盒 × 5,741 盒",57410,970927,
疫苗及類毒素類,賽諾菲安萬特股份有限公司,巴斯德流感疫苗,"D5766-1, D5766",980630.0,1劑/0.5 mL/支 × 20支/盒,"1劑/0.5 mL/支 × 20支/盒 × 2,937盒;10支/盒 × 1盒",58750,971002,
疫苗及類毒素類,賽諾菲安萬特股份有限公司,巴斯德流感疫苗,"D5758-1, D5758",980630.0,1劑/0.5 mL/支 × 20支/盒,"1 劑/0.5 mL/支 × 20 支/盒 × 6,699盒 ; 10 支/盒 × 1盒",133990,971002,
血液製劑類,海喬國際股份有限公司,愛替治注射劑,W05D-2,990331.0,5 mL/瓶,5 mL/瓶 × 280瓶,280,970919,
血液製劑類,泛泰醫療產品有限公司,百特25%人體正常血清白蛋白注射劑,LA08D028AA,990214.0,50 mL/瓶,"50 mL/瓶 × 17,253瓶",17253,970924,
血液製劑類,泛泰醫療產品有限公司,百特25%人體正常血清白蛋白注射劑,LA08D051AA,990306.0,50 mL/瓶,"50 mL/瓶 × 15,670瓶",15670,970926,
疫苗及類毒素類,賽諾菲安萬特股份有限公司,巴斯德三合一補追疫苗,"C3016AB, C3016A",1000331.0,1劑/0.5 mL/瓶/盒,"1劑/0.5 mL/瓶/盒 × 30,040盒",30040,971217,
疫苗及類毒素類,台灣諾華股份有限公司,伏必靈流行性感冒疫苗,89900,980630.0,1劑/0.5 mL/支 × 10支/盒,"1劑/0.5 mL/支 × 10支/盒 × 3,590盒 ; 5支/盒 × 1盒",35905,970927,
疫苗及類毒素類,賽諾菲安萬特股份有限公司,巴斯德流感疫苗,"D5725-3, D5725",980630.0,1劑/0.25 mL/支/盒 × 50盒/中盒,"1劑/0.25 mL/支/盒 × 50盒/中盒 × 1,468中盒 ; 1支/盒 × 8盒",73408,970924,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,伏流感疫苗,"AFLUA435AA, AFLUA435A",980630.0,1劑/0.5 mL/支 × 10支/盒,"1劑/0.5 mL/支 × 10支/盒 × 7,501盒",75010,970924,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,嬰護寧,"AC14B075CG, AC14B075C",990731.0,1劑/0.5 mL/支/盒,"1劑/0.5 mL/支/盒 × 41,152盒",41152,971104,
疫苗及類毒素類,賽諾菲安萬特股份有限公司,巴斯德五合一疫苗(白喉、百日咳、破傷風、小兒麻痺及b型流行性感冒嗜血桿菌疫苗）,"C2944AB, C2944A",990630.0,1劑/0.5 mL/瓶/盒,"1劑/0.5 mL/瓶/盒 × 4,922盒",4922,971008,
疫苗及類毒素類,賽諾菲安萬特股份有限公司,巴斯德五合一疫苗(白喉、百日咳、破傷風、小兒麻痺及b型流行性感冒嗜血桿菌疫苗）,"C2613AG, C2613A",980331.0,1劑/0.5 mL/瓶/盒,"1劑/0.5 mL/瓶/盒 × 12,820盒",12820,970912,
疫苗及類毒素類,美商默沙東藥廠股份有限公司台灣分公司,默克基因重組B型肝炎疫苗,"K3552, 0577X/0660953",991120.0,1劑/1 mL/瓶 × 10瓶/盒,"1劑/1 mL/瓶 × 10瓶/盒 × 3,011盒；9瓶/盒 × 1盒",30119,971006,
疫苗及類毒素類,美商默沙東藥廠股份有限公司台灣分公司,默克基因重組B型肝炎疫苗,"K3553, 0856X/0662114",1000404.0,1劑/1 mL/瓶 × 10瓶/盒,"1劑/1 mL/瓶 × 10瓶/盒 × 1,489盒；8瓶/盒 × 1盒",14898,971009,
血液製劑類,上合貿易股份有限公司,必凝易得 P,82865011H,990331.0,250 IU/瓶/盒,250 IU/瓶/盒 × 956 盒,956,971027,
血液製劑類,上合貿易股份有限公司,貝靈克療丙注射劑,24840311E,1000430.0,2 mL/瓶/盒,"2 mL/瓶/盒 × 4,948盒",4948,971027,
血液製劑類,吉帝藥品股份有限公司,兔抗胸腺細胞免疫球蛋白,"C8026H02, C8026",981231.0,5 mL/瓶/盒,5 mL/瓶/盒 × 495盒,495,971009,
疫苗及類毒素類,台灣諾華股份有限公司,伏必靈流行性感冒疫苗,89900,980630.0,1劑/0.5 mL/支 × 10支/盒,1劑/0.5 mL/支 × 10支/盒 × 10盒; 5支/盒 × 1盒,105,970927,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,流行性腦脊髓膜炎疫苗(Mencevax ACWY),"AMEUA015BA, AMEUA015B",990131.0,1劑/0.5 mL/瓶,"1劑/0.5 mL/瓶 × 2,500瓶",2500,971002,
疫苗及類毒素類,美商默沙東藥廠股份有限公司台灣分公司,"嘉喜〔四價人類乳突病毒(第 6,11,16,18 型)基因重組疫苗〕","NJ15730, 1694U",991022.0,1劑/0.5 mL/支/盒,"1劑/0.5 mL/支/盒 × 3,012盒",3012,971009,
疫苗及類毒素類,台灣諾華股份有限公司,伏必靈流行性感冒疫苗,89901,980630.0,1劑/0.5 mL/支 × 10支/盒,"1劑/0.5 mL/支 × 10支/盒 × 9,081盒",90810,971002,
血液製劑類,上合貿易股份有限公司,貝靈血清蛋白注射液20%,64544411A,1020430.0,50 mL/瓶/盒,"50 mL/瓶/盒 × 20,771盒",20771,971001,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,美瑞克,"A70CA918A, A70FA918A/AVARB151A",990531.0,1劑/瓶/盒,"1劑/瓶/盒 × 1,840盒",1840,971017,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,派立克,"AMJRB595AD, AMJRB595A",990430.0,10劑/瓶 × 50瓶/盒,10劑/瓶 × 50瓶/盒 × 20盒；20瓶/盒 × 1 盒,10200,971008,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,派立克,"AMJRB571AB, AMJRB571A",990331.0,10劑/瓶 × 50瓶/盒,10劑/瓶 × 50瓶/盒 × 6盒; 20瓶/盒 × 1盒,3200,971008,
疫苗及類毒素類,荷商葛蘭素史克藥廠股份有限公司台灣分公司,雙肝克(A型及B型肝炎疫苗),"AHABB120BB, AHABB120B",990531.0,1劑/1 mL/支/盒,1劑/1 mL/支/盒 × 929盒,929,971008,
